OBJECTID,METER_ID,VENDOR,PAY_POLICY,PARK_NO_PAY,TOW_AWAY,BLK_NO,STREET,LONGITUDE,LATITUDE,G_DISTRICT,G_SUBZONE,G_ZONE,BASE_RATE
504,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CAMB,BOWDOIN ST,-71.06293,42.3601,DISTRICT 0,0AE,AE,0.25
505,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CAMB,BOWDOIN ST,-71.062924,42.359945,DISTRICT 0,0AE,AE,0.25
506,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,CAMB,BOWDOIN ST,-71.062921,42.359893,DISTRICT 0,0AE,AE,0.25
507,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062762,42.359777,DISTRICT 0,0AE,AE,0.25
508,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062762,42.359832,DISTRICT 0,0AE,AE,0.25
509,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062765,42.3599,DISTRICT 0,0AE,AE,0.25
510,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062767,42.359954,DISTRICT 0,0AE,AE,0.25
511,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062768,42.360071,DISTRICT 0,0AE,AE,0.25
512,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.06277,42.360127,DISTRICT 0,0AE,AE,0.25
513,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062775,42.360206,DISTRICT 0,0AE,AE,0.25
514,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062776,42.36026,DISTRICT 0,0AE,AE,0.25
515,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062784,42.360337,DISTRICT 0,0AE,AE,0.25
516,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062786,42.360391,DISTRICT 0,0AE,AE,0.25
517,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062786,42.360458,DISTRICT 0,0AE,AE,0.25
518,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062788,42.360507,DISTRICT 0,0AE,AE,0.25
519,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062792,42.360592,DISTRICT 0,0AE,AE,0.25
520,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062793,42.360648,DISTRICT 0,0AE,AE,0.25
521,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.0628,42.360795,DISTRICT 0,0AE,AE,0.25
522,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.0628,42.36085,DISTRICT 0,0AE,AE,0.25
523,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,ASHB,BOWDOIN ST,-71.062799,42.360987,DISTRICT 0,0AE,AE,0.25
524,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064479,42.361307,DISTRICT 0,0AE,AE,0.25
525,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064576,42.36131,DISTRICT 0,0AE,AE,0.25
526,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064668,42.36131,DISTRICT 0,0AE,AE,0.25
527,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064737,42.361308,DISTRICT 0,0AE,AE,0.25
528,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064883,42.36131,DISTRICT 0,0AE,AE,0.25
529,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.064955,42.36131,DISTRICT 0,0AE,AE,0.25
530,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.065744,42.361303,DISTRICT 0,0AE,AE,0.25
531,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.065817,42.361303,DISTRICT 0,0AE,AE,0.25
532,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.065992,42.361301,DISTRICT 0,0AE,AE,0.25
533,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.066066,42.361301,DISTRICT 0,0AE,AE,0.25
534,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.066185,42.361297,DISTRICT 0,0AE,AE,0.25
535,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.066305,42.361298,DISTRICT 0,0AE,AE,0.25
536,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,LYND,CAMBRIDGE ST,-71.066374,42.361299,DISTRICT 0,0AE,AE,0.25
537,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066765,42.361556,DISTRICT 0,0AE,AE,0.25
538,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.06677,42.361611,DISTRICT 0,0AE,AE,0.25
539,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066777,42.361711,DISTRICT 0,0AE,AE,0.25
540,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066796,42.362337,DISTRICT 0,0AE,AE,0.25
541,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066798,42.362391,DISTRICT 0,0AE,AE,0.25
542,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066829,42.362654,DISTRICT 0,0AE,AE,0.25
543,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066829,42.362707,DISTRICT 0,0AE,AE,0.25
544,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066836,42.362939,DISTRICT 0,0AE,AE,0.25
545,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CAMB,BLOSSOM ST,-71.066837,42.362988,DISTRICT 0,0AE,AE,0.25
546,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066855,42.363456,DISTRICT 0,0AE,AE,0.25
547,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066856,42.363513,DISTRICT 0,0AE,AE,0.25
548,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066841,42.363639,DISTRICT 0,0AE,AE,0.25
549,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066843,42.363687,DISTRICT 0,0AE,AE,0.25
550,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066911,42.363807,DISTRICT 0,0AE,AE,0.25
551,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.066946,42.363855,DISTRICT 0,0AE,AE,0.25
552,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.067091,42.363949,DISTRICT 0,0AE,AE,0.25
553,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.067145,42.363987,DISTRICT 0,0AE,AE,0.25
554,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,O,BLOSSOM ST,-71.067332,42.364045,DISTRICT 0,0AE,AE,0.25
555,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.067527,42.364045,DISTRICT 0,0AE,AE,0.25
556,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.067602,42.364052,DISTRICT 0,0AE,AE,0.25
557,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.067763,42.364064,DISTRICT 0,0AE,AE,0.25
558,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.067836,42.364069,DISTRICT 0,0AE,AE,0.25
559,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.067992,42.364076,DISTRICT 0,0AE,AE,0.25
560,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.068063,42.36408,DISTRICT 0,0AE,AE,0.25
561,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.068202,42.36409,DISTRICT 0,0AE,AE,0.25
562,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,BLOSSOM ST,-71.068275,42.364098,DISTRICT 0,0AE,AE,0.25
563,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,EMER,BLOSSOM ST,-71.069307,42.364324,DISTRICT 0,0AE,AE,0.25
564,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,EMER,BLOSSOM ST,-71.069378,42.364342,DISTRICT 0,0AE,AE,0.25
565,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,EMER,BLOSSOM ST,-71.069548,42.364375,DISTRICT 0,0AE,AE,0.25
566,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,EMER,BLOSSOM ST,-71.06961,42.364391,DISTRICT 0,0AE,AE,0.25
567,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067098,42.363382,DISTRICT 0,0AE,AE,0.25
568,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067101,42.363289,DISTRICT 0,0AE,AE,0.25
569,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067097,42.363233,DISTRICT 0,0AE,AE,0.25
570,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067103,42.363146,DISTRICT 0,0AE,AE,0.25
571,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067099,42.363091,DISTRICT 0,0AE,AE,0.25
572,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067101,42.363007,DISTRICT 0,0AE,AE,0.25
573,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067096,42.362952,DISTRICT 0,0AE,AE,0.25
574,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067094,42.362869,DISTRICT 0,0AE,AE,0.25
575,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067094,42.362817,DISTRICT 0,0AE,AE,0.25
576,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067089,42.362731,DISTRICT 0,0AE,AE,0.25
577,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067082,42.362679,DISTRICT 0,0AE,AE,0.25
578,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067081,42.362597,DISTRICT 0,0AE,AE,0.25
579,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067076,42.362546,DISTRICT 0,0AE,AE,0.25
580,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067077,42.362441,DISTRICT 0,0AE,AE,0.25
581,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,CHAR,BLOSSOM ST,-71.067073,42.362388,DISTRICT 0,0AE,AE,0.25
582,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067058,42.362095,DISTRICT 0,0AE,AE,0.25
583,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067055,42.362042,DISTRICT 0,0AE,AE,0.25
584,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067058,42.361916,DISTRICT 0,0AE,AE,0.25
585,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067053,42.361816,DISTRICT 0,0AE,AE,0.25
586,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067054,42.361762,DISTRICT 0,0AE,AE,0.25
587,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.06705,42.361669,DISTRICT 0,0AE,AE,0.25
588,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067045,42.361615,DISTRICT 0,0AE,AE,0.25
589,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067044,42.361474,DISTRICT 0,0AE,AE,0.25
590,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,BLOSSOM ST,-71.067041,42.361419,DISTRICT 0,0AE,AE,0.25
591,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,CAMBRIDGE ST,-71.067116,42.361288,DISTRICT 0,0AE,AE,0.25
592,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,CAMBRIDGE ST,-71.067189,42.361287,DISTRICT 0,0AE,AE,0.25
593,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,BLOS,CAMBRIDGE ST,-71.067753,42.361286,DISTRICT 0,0AE,AE,0.25
594,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067952,42.362077,DISTRICT 0,0AE,AE,0.25
595,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067951,42.362024,DISTRICT 0,0AE,AE,0.25
596,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.06795,42.361946,DISTRICT 0,0AE,AE,0.25
597,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067946,42.361893,DISTRICT 0,0AE,AE,0.25
598,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067944,42.361808,DISTRICT 0,0AE,AE,0.25
599,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067944,42.361754,DISTRICT 0,0AE,AE,0.25
600,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.06794,42.361662,DISTRICT 0,0AE,AE,0.25
601,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067936,42.361612,DISTRICT 0,0AE,AE,0.25
602,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067933,42.361526,DISTRICT 0,0AE,AE,0.25
603,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.06793,42.361474,DISTRICT 0,0AE,AE,0.25
604,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067925,42.361396,DISTRICT 0,0AE,AE,0.25
605,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,PARK,N ANDERSON ST,-71.067922,42.361341,DISTRICT 0,0AE,AE,0.25
606,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,N AN,CAMBRIDGE ST,-71.068126,42.361263,DISTRICT 0,0AE,AE,0.25
607,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,N AN,CAMBRIDGE ST,-71.068199,42.361257,DISTRICT 0,0AE,AE,0.25
608,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,N AN,CAMBRIDGE ST,-71.068364,42.361255,DISTRICT 0,0AE,AE,0.25
